url,id,make,model,price,year,type,status,mileage,trim,scraped_at,address,city,state,zip,mpg_city,mpg_hwy,cylinders_count,engine,horsepower,torque,fuel_type,drivetrain,color,transmission,doors,seats,vin,stock_number,curb_weight,msrp,displacement
https://www.carvana.com/vehicle/1956866,1956866,Jeep,Cherokee,21590,2019,SUV,Available,72888,Latitude Sport Utility 4D,2021-10-09 13:28:56,63 Pierce Rd,Winder,GA,30680,21.0,30.0,4.0,"4-Cyl, Zero Evap, 2.4 Liter",,,Gas,FWD,Green,"Automatic, 9-Spd",4,5,1C4PJLCB2KD109467,2001216172,3953.0,29380,
https://www.carvana.com/vehicle/1830098,1830098,Kia,Sorento,21590,2017,SUV,Available,29162,L Sport Utility 4D,2021-10-09 13:28:58,63 Pierce Rd,Winder,GA,30680,21.0,28.0,4.0,"4-Cyl, GDI, 2.4 Liter",,,Gas,FWD,Gray,"Auto, 6-Spd OD Sptmatc",4,5,5XYPG4A35HG267392,2001026973,3832.0,26495,
https://www.carvana.com/vehicle/1899189,1899189,Jeep,Patriot,17990,2016,SUV,Available,46652,Sport SUV 4D,2021-10-09 13:29:01,1123 Cantrell Sansom Rd,Blue Mound,TX,76131,23.0,30.0,4.0,"4-Cyl, 2.0 Liter",158.0,141.0,Gas,FWD,Black,"Manual, 5-Spd",4,5,1C4NJPBA7GD718097,2001164949,3290.0,23515,2.0
https://www.carvana.com/vehicle/1970637,1970637,Toyota,Corolla,20990,2019,Sedan,Available,19547,LE Sedan 4D,2021-10-09 13:29:04,1925 Concord Pkwy S,Concord,NC,28027,28.0,36.0,4.0,"4-Cyl, 1.8 Liter",132.0,128.0,Gas,FWD,Blue,"Automatic, CVTi-S",4,5,2T1BURHE3KC220050,2001253711,2870.0,20090,1.8
https://www.carvana.com/vehicle/2003442,2003442,Hyundai,Sonata,16590,2014,Sedan,Available,44955,GLS Sedan 4D,2021-10-09 13:29:06,63 Pierce Rd,Winder,GA,30680,24.0,35.0,4.0,"4-Cyl, 2.4 Liter",198.0,184.0,Gas,FWD,Silver,"Auto, 6-Spd w/Shiftronic & Active ECO System",4,5,5NPEB4AC2EH897140,2001288100,,22145,2.4
https://www.carvana.com/vehicle/1997764,1997764,Nissan,Frontier King Cab,24990,2018,Truck,Available,1994,S Pickup 2D 6 ft,2021-10-09 13:29:09,1123 Cantrell Sansom Rd,Blue Mound,TX,76131,19.0,23.0,4.0,"4-Cyl, 2.5 Liter",,,Gas,2WD,Black,"Manual, 5-Spd",2,4,1N6BD0CT4JN758220,2001284265,3803.0,23705,2.5
https://www.carvana.com/vehicle/1881280,1881280,Gmc,Acadia,22990,2016,SUV,Available,89940,SLT-1 Sport Utility 4D,2021-10-09 13:29:12,63 Pierce Rd,Winder,GA,30680,15.0,22.0,6.0,"V6, 3.6 Liter",,,Gas,FWD,Silver,"Automatic, 6-Spd",4,8,1GKKRRKD1GJ101088,2001133808,4850.0,44650,
https://www.carvana.com/vehicle/1949033,1949033,Hyundai,Elantra,22590,2020,Sedan,Available,31045,SEL Sedan 4D,2021-10-09 13:29:14,1925 Concord Pkwy S,Concord,NC,28027,30.0,40.0,4.0,"4-Cyl, 2.0 Liter",,,Gas,FWD,Black,"Automatic, IVT",4,5,5NPD84LF2LH556769,2001112385,2844.0,21025,
https://www.carvana.com/vehicle/1971045,1971045,Hyundai,Santa Fe Sport,18990,2014,SUV,Available,46861,Sport Utility 4D,2021-10-09 13:29:18,1925 Concord Pkwy S,Concord,NC,28027,20.0,27.0,4.0,"4-Cyl, GDI, 2.4 Liter",190.0,181.0,Gas,2WD,Black,"Auto, 6-Spd Shftrnc",4,5,5XYZU3LB0EG177692,2001241690,3459.0,25825,2.4
https://www.carvana.com/vehicle/2032346,2032346,Kia,Soul,22990,2021,Wagon,Available,6569,S Wagon 4D,2021-10-09 13:29:19,63 Pierce Rd,Winder,GA,30680,28.0,33.0,4.0,"4-Cyl, 2.0 Liter",147.0,132.0,Gas,FWD,Red,"Automatic, i-VT",4,5,KNDJ23AU1M7777365,2001312803,2844.0,21865,2.0
